"OBJECTID","ID","X","Y","NAME","STATE","CSVRID","CYCAVAIL","CYCBACK","TIME","ADDR","CALL","SERVICE","TYPE"
"165","935a2f14-80b6-4ae7-ae2e-7f744b15dfa7","120.170346","30.282287","文晖路绍兴路口","无人值守","2207.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","文晖路166#2号绍兴路口","13606525700.000000"," "," "
"166","5ad811fd-d1b1-48c4-86e9-3cc18ddc517b","120.179500","30.265168","石板巷新村","无人值守","2210.000000","15.000000","6.000000","租车06:00~21:00，还车06:00~22:00","大树路石板巷新村3幢","13606525500.000000"," "," "
"167","a0cff4a4-6bde-4f71-af4a-80a130b89b98","120.182185","30.265595","东园一幢","无人值守","2211.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","刀矛巷东园小区1幢","13606525500.000000"," "," "
"168","f90fa8cd-bfa7-48cb-9ea6-161c15157f76","120.180081","30.262696","刀矛巷小学","无人值守","2213.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","回龙庙前50号","13606525500.000000"," "," "
"169","388782a5-101e-49db-a152-b26b4c1e6443","120.180306","30.274987","环城北路环城东路口","无人值守","2215.000000","1.000000","23.000000","租车06:00~21:00，还车06:00~22:00","环城北路南环城东路西","13606524800.000000"," "," "
"170","6c45d4cc-5d3c-4755-a1e4-2bdac2f60a53","120.155817","30.275186","密渡桥路湖墅南路","无人值守","2216.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","密渡桥路湖墅南路口","13454490900.000000"," "," "
"171","d87a4ad7-a833-4304-9e5a-06e68d40b947","120.171408","30.260477","长庆街四二号","无人值守","2220.000000","10.000000","14.000000","租车06:00~21:00，还车06:00~22:00","长庆街42号","15868130900.000000"," "," "
"172","1de9f1d9-af84-4699-bc08-95c10b053e9a","120.181300","30.275082","城东公园","无人值守","2221.000000","1.000000","23.000000","租车06:00~21:00，还车06:00~22:00","环城北路东南面环城东路口","13606524800.000000"," "," "
"173","678e0acd-c1d4-4982-9b63-8635fac53fcf","120.177642","30.261254","建国路一十一号","无人值守","2222.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","建国路101号","13606525500.000000"," "," "
"174","877950e1-d306-4a6e-969b-7c13c656ef7d","120.175911","30.279937","绍兴支路","无人值守","2009.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","绍兴支路8号","13606525700.000000"," "," "
"175","f9755b36-39bb-40c7-bb06-59eb87f5faf2","120.169503","30.278450","朝晖路南","有人值守","2010.000000","16.000000","5.000000","24小时","朝晖路华润超市对面人行道","13606525700.000000"," ","24小时点"
"176","85924b75-34c6-4086-9af5-91d62aa35662","120.163059","30.285315","朝晖公园","无人值守","2013.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","上塘路196#（朝晖公园东南）","13606519100.000000"," "," "
"177","2e5e81fe-941b-48e4-8ab3-a70e32ec9e0d","120.153233","30.290397","长板巷","有人值守","2014.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","长板巷46#","13606526000.000000"," "," "
"178","137206ac-45a9-4dac-a89f-a88aae25bb0e","120.183110","30.269057","城东公园","无人值守","2018.000000","3.000000","7.000000","租车06:00~21:00，还车06:00~22:00","体育场路口站（环城东路东侧）","13606525500.000000"," "," "
"179","3d617eca-80cd-4e94-a737-1911b3d2590c","120.159903","30.284446","朝晖三区","无人值守","2019.000000","23.000000","4.000000","租车06:00~21:00，还车06:00~22:00","朝晖三区联华超市东面","13606519100.000000"," "," "
"180","a14beac1-975a-4c6d-bf36-63cc5f5b953d","120.159333","30.280059","文晖大桥西","无人值守","2021.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","文晖大桥西车站东南侧","13606525700.000000"," "," "
"181","8128b302-3ab9-404f-8499-7121eeb02fa9","120.172524","30.289787","打铁关","无人值守","2023.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","打铁关车站东侧（东新路以东）","13454490900.000000"," "," "
"182","d4e3212b-7323-4b69-899b-5ca135d2fc4a","120.164778","30.283578","朝晖二区","有人值守","2024.000000","5.000000","16.000000","24小时","朝晖二区50号西(公交车站东北侧)","13606519100.000000"," ","24小时点"
"183","406d3b42-4176-494b-9292-6a224d8b2dac","120.156846","30.270804","万向公园","无人值守","2025.000000","14.000000","7.000000","租车06:00~21:00，还车06:00~22:00","武林小广场（万向公园南）","13454490900.000000","旅游咨询点"," "
"184","4dd9274e-dadd-443b-9254-0022efcc8c66","120.167769","30.300677","德胜路北","无人值守","2027.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","德胜路30号（乐购超市东侧）","13486378100.000000"," "," "
"185","047d91d5-581d-47b1-90f7-24a1d6539136","120.166030","30.294798","绍兴路口","无人值守","2028.000000","7.000000","21.000000","租车06:00~21:00，还车06:00~22:00","绍兴路现代雅苑21幢东侧","13454490900.000000"," "," "
"186","1edb98f8-d3a2-43b7-9e54-1a03da4f421a","120.157886","30.262198","龙游路口","无人值守","2031.000000","15.000000","6.000000","租车06:00~21:00，还车06:00~22:00","环城西路与龙游路交叉口","15868130600.000000","旅游咨询点"," "
"187","062c0a72-21d5-4765-becf-293d7a997c7f","120.169055","30.267446","梅登高桥","有人值守","2032.000000","9.000000","12.000000","租车06:00~21:00，还车06:00~22:00","梅登高桥公交站（北）","15868127500.000000"," "," "
"188","958f1a4a-17db-46b8-b085-e8018ff5ac40","120.157863","30.296046","德苑路西","有人值守","2034.000000","16.000000","5.000000","租车06:00~21:00，还车06:00~22:00","德胜路北侧德苑路西侧","13606516700.000000"," ","24小时点"
"189","2399f18c-5ee7-4c99-a258-6ea2adf3f19f","120.178416","30.267535","东园街","无人值守","2035.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","东园街6号前","13606524800.000000"," "," "
"190","f1ce33fd-2ab2-40ff-b6c5-d913e91f2393","120.175779","30.271871","莫衙营","无人值守","2036.000000","16.000000","5.000000","租车06:00~21:00，还车06:00~22:00","莫衙营建设银行北侧","13606524800.000000"," "," "
"191","1cc5da03-9972-4916-a745-f0d62665f9e2","120.184308","30.257856","庆春门","无人值守","2038.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","庆春门（城门南侧）","13606525500.000000"," "," "
"192","eaf17b19-9027-4b9e-a848-492588898c62","120.163679","30.270427","武林广场","有人值守","2040.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","武林广场站（28路）北侧","13454490900.000000","旅游咨询点"," "
"193","91963e2d-9c63-4fd7-abff-bd533a0d56de","120.156102","30.270518","杭州剧院","有人值守","2041.000000","10.000000","10.000000","租车06:00~21:00，还车06:00~22:00","杭州剧院东南角","13454490900.000000","旅游咨询点"," "
"194","71158232-5f97-414c-b584-d43bf1a6b962","120.175489","30.332109","北景芳洲苑","无人值守","2043.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","回龙路55号北景芳洲苑","15868130600.000000"," "," "
"195","fe762cbf-239b-4fb3-a71b-99bbed6ec468","120.175305","30.335187","回龙路西","无人值守","2044.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","北景园理工大学回龙路139号对面","15868130600.000000"," "," "
"196","b76275c5-2750-43db-bed9-34dfa917bc93","120.172567","30.336100","北景园小区","无人值守","2045.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","回龙路永潮路74号","15868130600.000000"," "," "
"197","0d5a1374-2c60-4386-a6b7-39df10346a3d","120.188087","30.339867","华丰村","有人值守","2046.000000","1.000000","9.000000","租车06:00~21:00，还车06:00~22:00","华丰路203号华丰村304站旁","15868130500.000000"," "," "
"198","d27d32b0-9858-46d0-a18c-a4d011f9036f","120.172118","30.338822","北景园公交站","无人值守","2048.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","北景园187路终点站旁","15868130600.000000"," "," "
"199","60352e0f-f97a-41ca-aa0b-f7f8426f06cc","120.174637","30.342131","回龙路东","无人值守","2049.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","北景园回龙路300号","15868130600.000000"," "," "
"200","d53204e4-063e-4933-81c6-955208a51042","120.161385","30.307549","三塘北村","无人值守","2051.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","好来登对面","15868127800.000000"," "," "
"201","5cf9fabf-e502-44bc-8231-ab05f58d3c9c","120.173312","30.332786","景安社区","无人值守","2053.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","景安社区永清路25号","15868130600.000000"," "," "
"202","f512ba83-ffaf-4b5a-aaa5-95b80613a613","120.182332","30.264597","青春中学","无人值守","2056.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","红会医院西侧","13606525500.000000"," "," "
"203","353c305f-7029-428a-8e4a-72a3d87c6360","120.168959","30.260304","仙林直街","无人值守","2058.000000","8.000000","2.000000","租车06:00~21:00，还车06:00~22:00","仙林直街15#对面农贸市场西侧","15868130900.000000"," "," "
"204","6278c751-1838-4157-90db-1cf7d7ea30d3","120.166523","30.266984","屏风街","无人值守","2059.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","屏风街118号前","15868127500.000000"," "," "
"205","f0596135-09c0-4a88-b200-92cf65549f3b","120.158591","30.263112","十四中","有人值守","2060.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","十四中对面（凤起路南）","15868130600.000000","旅游咨询点"," "
"206","42689def-b3d2-4990-ab8f-503f99dd2c29","120.180465","30.339409","石桥路口","无人值守","2066.000000","5.000000","5.000000","租车06:00~21:00，还车06:00~22:00","杭州长运货运公司，长河路1号","15868130500.000000"," "," "
"207","5f20731e-1ac7-47a5-bd33-a9d3f6217a07","120.187494","30.334921","康宁路","无人值守","2067.000000","6.000000","4.000000","租车06:00~21:00，还车06:00~22:00","康宁路恒大饭店","15868130500.000000"," "," "
"208","e88f6fee-6ecc-4583-a0ae-c4dbe2d4362b","120.179769","30.318400","杨家村","无人值守","2069.000000","5.000000","16.000000","租车06:00~21:00，还车06:00~22:00","杨家心苑11排12，都市华联超市旁","13454490900.000000"," "," "
"209","30d287b5-1aaf-4da5-b0ac-1203525cc4c0","120.194027","30.337215","公交石桥修理场","无人值守","2071.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","石桥修理厂大场门口右侧","15868130500.000000"," "," "
"210","03ac7a8d-91a6-4e27-8dbf-9c653cc34efb","120.166586","30.278300","朝晖路口","无人值守","2072.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","上塘路朝晖路口","13606525700.000000"," "," "
"211","5341e24c-803a-4c4a-8b5d-bc6f9b3b879a","120.168119","30.271158","杭州日报","有人值守","2073.000000","17.000000","4.000000","租车06:00~21:00，还车06:00~22:00","杭州日报大楼东侧","13486377700.000000"," "," "
"212","fa27b9d8-baee-4543-86f5-fd17b7a2b137","120.172212","30.269541","浙江日报","无人值守","2074.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","体育场路145号北侧","13486377700.000000"," "," "
"213","7cdb7107-556b-4aa1-b391-3bf97b5e6659","120.154124","30.294190","商校点","无人值守","2077.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","德胜路238号","13606516700.000000"," "," "
"214","34d83957-db8e-4743-91cf-ffe053969c4d","120.176008","30.343318","杭玻路回龙路口","无人值守","2079.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","北景园永祥街101号","15868130600.000000"," "," "
"215","16ca74f6-b17a-4e08-ab20-7137f57be04a","120.153904","30.285762","潮皇桥","无人值守","2081.000000","2.000000","8.000000","租车06:00~21:00，还车06:00~22:00","稻香园２2幢东南侧","13606526000.000000"," "," "
"216","2e323793-a0a1-474f-b58c-64a0d9734c0b","120.160796","30.274158","武林门码头","无人值守","2084.000000","1.000000","24.000000","租车06:00~21:00，还车06:00~22:00"," ","13454490900.000000"," "," "
"217","fc0d1796-af8e-48f5-b42b-9728a040e350","120.173863","30.275205","运河魂码头","无人值守","2085.000000","1.000000","9.000000","租车06:00~21:00，还车06:00~22:00","（艮山门）","13606524800.000000"," "," "
"218","96f47813-08ac-41fb-ba78-cd721f89016b","120.167787","30.275831","施家桥","无人值守","2086.000000","6.000000","4.000000","租车06:00~21:00，还车06:00~22:00","（朝晖二区中河高架下）","13606525700.000000"," "," "
"219","c1fc79d3-3600-4b7e-86ad-d0acd42cdd5c","120.160615","30.319069","漾河公寓","有人值守","2090.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","西文路西文公园东侧口","15868127800.000000"," "," "
"220","de1fc245-162a-4559-acc9-dfe7f028e17d","120.160807","30.316313","水印康庭","无人值守","2091.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","重工路桥西北侧水印康庭商铺平台","15868127800.000000"," "," "
"221","c2f3573a-40ee-4308-abf1-47ad8fea682a","120.163807","30.308845","三塘苑","无人值守","2092.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","碧桃巷三塘苑广场门口南侧","13486378100.000000"," "," "
"222","2c831d8c-a6a1-445c-8b42-b60640106dfe","120.165354","30.303427","再行路","无人值守","2094.000000","4.000000","13.000000","租车06:00~21:00，还车06:00~22:00","再行路和长德路交叉口西北角","13486378100.000000"," "," "
"223","40a99e44-e45b-4f2d-83f0-59647b6ab414","120.167426","30.314063","颜家村","无人值守","2095.000000","4.000000","6.000000","租车06:00~21:00，还车06:00~22:00","东新路新颜苑正门北侧报刊栏前","13454491000.000000"," "," "
"224","a1463c82-d8e4-4b80-972e-bbb742eac835","120.156156","30.273522","市民公园","无人值守","2097.000000","8.000000","10.000000","租车06:00~21:00，还车06:00~22:00","湖墅南路纳德大酒店","13454490900.000000"," "," "
"225","f8311b79-17b8-4dd5-a5de-dc227652caf5","120.167179","30.304412","三塘汶苑","无人值守","2099.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","三塘汶苑1幢下82路车站对面","13486378100.000000"," "," "
"226","938ebfc8-4132-4089-8250-22aeb5d01487","120.179737","30.330242","明珠集团","有人值守","2100.000000","1.000000","31.000000","租车06:00~21:00，还车06:00~22:00","石祥路38号明珠教育集团门口","13454490900.000000"," "," "
"227","33e68129-1cf0-46ac-bbce-81074756c368","120.174618","30.274374","建国路环城北路口","无人值守","2101.000000","23.000000","9.000000","租车06:00~21:00，还车06:00~22:00","建国路环城北西南面","13606524800.000000"," "," "
"228","c5ce192a-0a65-41a2-8b25-10b926fc2483","120.161727","30.273859","华贸鞋城门口","无人值守","2102.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","环城北路华贸鞋城门口","13454490900.000000","旅游咨询点"," "
"229","05361548-aa18-437a-a304-57a6973a2fe6","120.168566","30.270087","体育场路中河北路口","无人值守","2104.000000","3.000000","24.000000","租车06:00~21:00，还车06:00~22:00","体育场路中河路东北面","13486377700.000000"," "," "
"230","affb6185-c978-4324-83e5-99aaadeecb45","120.176655","30.258072","金秋大厦","无人值守","2105.000000","1.000000","26.000000","租车06:00~21:00，还车06:00~22:00","庆春路50号金秋大厦门口","15868130900.000000"," "," "
"231","55ed62dd-311a-4814-a059-731848bd10a2","120.175988","30.303198","长城机电","无人值守","2106.000000","3.000000","21.000000","租车06:00~21:00，还车06:00~22:00","德胜路长城机电对面64路公交站后","13454491000.000000"," "," "
"232","5fe4d912-4387-4504-83a9-06a7082c62df","120.182235","30.258049","刀茅巷庆春路口","无人值守","2110.000000","4.000000","6.000000","租车06:00~21:00，还车06:00~22:00","庆春路口26号","13606525500.000000"," "," "
"233","3e1e5546-5303-4f7a-b6cb-1d41ef90d00b","120.176856","30.274629","喜得宝","无人值守","2111.000000","27.000000","0.000000","租车06:00~21:00，还车06:00~22:00","环城北路89号","13606524800.000000"," "," "
"234","7e0bdf57-a293-4192-b7f1-82fdcee63f63","120.163155","30.273856","武林广场北","无人值守","2112.000000","26.000000","2.000000","租车06:00~21:00，还车06:00~22:00","环城北路中山北路西北面","0.000000"," "," "
"235","d0dda3fc-9f26-4a04-8b4c-c5e7c8d0a0c1","120.162623","30.307092","三塘小区一二路站","无人值守","2113.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","香积寺路150号象王门口","13486378100.000000"," "," "
"236","d8e3a22d-c74a-4ae8-8179-ea29dfe0da90","120.175437","30.282855","文晖桥东","无人值守","2115.000000","16.000000","5.000000","租车06:00~21:00，还车06:00~22:00","文晖大桥西侧","13606525700.000000"," "," "
"237","563b7fbf-18f8-489b-891e-212b50782d8c","120.183019","30.268149","下城分局","无人值守","2116.000000","11.000000","16.000000","租车06:00~21:00，还车06:00~22:00","环城东路下城分局出入境门口","13606525500.000000"," "," "
"238","92d7f697-f466-40f0-a926-d6f7eb9c1fd3","120.157576","30.272766","白鹿鞋城","无人值守","2117.000000","8.000000","13.000000","租车06:00~21:00，还车06:00~22:00","白鹿鞋城门口","13454490900.000000"," "," "
"239","c90593fb-f210-41ac-87ad-4dda6f7e60ae","120.178365","30.271579","永天实验小学","无人值守","2119.000000","9.000000","25.000000","租车06:00~21:00，还车06:00~22:00","永康苑23号","13606524800.000000"," "," "
"240","1409ff20-4154-46bb-bfff-faca6575f20a","120.180446","30.337107","轴承厂","无人值守","2120.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","石桥路304轴承厂站旁，杭州宝腾汽车服务公司门口","15868130600.000000"," "," "
"241","88458af4-22b3-4d45-8ab7-95a1870e8059","120.182426","30.328903","石桥路站","无人值守","2121.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","石桥路304石桥站旁","13454490900.000000"," "," "
"242","a95222f8-e95b-48fc-ac8b-ab195ff9d506","120.180884","30.323489","杨家村北","无人值守","2123.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","杨家村北，平桥西侧","13454490900.000000"," "," "
"243","9c4107be-9d3b-47b9-8682-da6d5c805a27","120.191285","30.338067","亿城嘉园","无人值守","2125.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","华丰路亿城嘉园37号商铺前","15868130500.000000"," "," "
"244","17d1fab3-4e90-4e90-8f12-6e6228729582","120.157663","30.275201","白马大厦","无人值守","2126.000000","14.000000","7.000000","租车06:00~21:00，还车06:00~22:00","密渡桥路白马大厦门口","13454490900.000000"," "," "
"245","8bb82a3d-b342-444f-989f-ecfca2cdae48","120.174710","30.267822","健康路八号","无人值守","2127.000000","34.000000","0.000000","租车06:00~21:00，还车06:00~22:00","健康路8号对面","13486377700.000000"," "," "
"246","11193449-47b5-443b-aa69-0e4c6a0531c7","120.172306","30.264452","环北市场","无人值守","2130.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","凤起路263号环北市场东面","15868127500.000000"," "," "
"247","bf1d0e01-3b53-447a-be53-23887f25bbeb","120.168033","30.264476","凤起路三三三号","无人值守","2131.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","凤起路333号","15868127500.000000"," "," "
"248","fd1bda29-1134-45d5-b36d-ef01e9efcd73","120.163076","30.258541","老凤祥","无人值守","2132.000000","8.000000","13.000000","租车06:00~21:00，还车06:00~22:00","延安路青春路解百天桥西侧","15868130600.000000"," "," "
"249","830fb640-e1ab-44b0-8360-eefc04274609","120.164582","30.287430","朝晖四区","无人值守","2134.000000","25.000000","9.000000","租车06:00~21:00，还车06:00~22:00","新市街育才巷口","13606519100.000000"," "," "
"250","dbf23ed0-8a62-4099-b8eb-79146e4b3a20","120.164859","30.274030","中北桥东","无人值守","2135.000000","21.000000","6.000000","租车06:00~21:00，还车06:00~22:00","环城北路中北桥东","13454490900.000000"," "," "
"251","f444787b-ca6b-475b-9b44-e14c9d4b86e7","120.182423","30.261667","刀矛巷菜场","无人值守","2136.000000","11.000000","10.000000","租车06:00~21:00，还车06:00~22:00","刀矛巷菜场对面","13606525500.000000"," "," "
"252","22dfbe8a-e6db-44f8-950e-0eb43f626362","120.159068","30.258669","望湖宾馆","无人值守","2137.000000","18.000000","42.000000","租车06:00~21:00，还车06:00~22:00","环城西路望湖宾馆门前","15868130600.000000","旅游咨询点"," "
"394","b3200c73-02e1-4d2c-a5d0-e77e227b4f7e","120.171660","30.336226","永潮街42号","无人值守","2309.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","永潮街42号半苑路口","0.000000"," "," "
"395","98d089bd-86b4-43fd-a0be-78b34129a857","120.167472","30.267070","屏风街29号","无人值守","2312.000000","17.000000","4.000000","租车06:00~21:00，还车06:00~22:00","屏风街29号","0.000000"," "," "
"396","73a8ef08-5003-4f51-bfac-37e17be40dd0","120.168528","30.267198","屏风街一号","无人值守","2313.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","屏风街1号中河路口","0.000000"," "," "
"397","face5a0d-68e3-456d-88b5-645d68efb3e0","120.163645","30.258765","庆春路延安路口","无人值守","2314.000000","8.000000","24.000000","租车06:00~21:00，还车06:00~22:00","庆春路延安路口东北角","0.000000"," "," "
"398","7a78a687-9fba-4343-acf5-6437276ac078","120.156240","30.270216","体育场路409号","无人值守","2317.000000","8.000000","13.000000","租车06:00~21:00，还车06:00~22:00","体育场路409号宏都宾馆门口","0.000000"," "," "
"399","36e4a750-d9b6-4798-9412-862b5c8029c7","120.157642","30.270367","体育场路武林路口","无人值守","2318.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","体育场路武林路口东南角","0.000000","旅游咨询点"," "
"400","0b82ec6a-314a-4b07-b47d-712ec679bb0c","120.188841","30.343359","华中路远都新景","无人值守","2320.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","华中路远都新景","0.000000"," "," "
"401","9b42949b-7b47-4df1-833f-3317a09e4cb1","120.204702","30.305275","德胜路","无人值守","3080.000000","12.000000","12.000000","租车06:00~21:00，还车06:00~22:00","德胜路草庄一区57号聚贤山庄门口","15868129400.000000"," "," "
"402","4cc83861-3021-4630-af42-f69322910d8d","120.234551","30.307659","九堡停车场","无人值守","3081.000000","1.000000","31.000000","租车06:00~21:00，还车06:00~22:00","德胜路九环路停车场出口处","15868129400.000000"," "," "
"403","77038254-ecce-402a-81e8-b27443522eb9","120.250122","30.302461","八堡公交站","无人值守","3083.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","老航海路口，艮山东路口","13454490900.000000"," "," "
"404","6e686eac-4006-4330-99f6-a2a337a92cf3","120.253216","30.294232","九堡锦江半岛北","无人值守","3084.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","九堡锦江半岛小区内北","13454490900.000000"," "," "
"405","fd3992e2-1e0d-47f7-ae6c-dc9044b469dd","120.214298","30.270265","运河东路三","无人值守","3086.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","运河路与景御路口往北100米，","13454491000.000000"," "," "
"406","2638f0b2-560f-4ebd-a9aa-5237003fa22a","120.210025","30.278579","运河东路四","无人值守","3088.000000","8.000000","13.000000","租车06:00~21:00，还车06:00~22:00","运河家园5幢门口，运河支路","13454491000.000000"," "," "
"407","bdac7133-7ad3-4eb3-b616-91d6c7ef4bd1","120.193031","30.247895","解放东路四季青儿童精装市场","无人值守","3089.000000","1.000000","20.000000","24小时","解放东路四季青儿童精装市场对面","15868124500.000000"," "," "
"408","53f6e566-e43b-4ef2-a576-8f78674820d9","120.197235","30.244091","静安小区","无人值守","3090.000000","21.000000","2.000000","租车06:00~21:00，还车06:00~22:00","秋涛路观音堂静安小区","15868124500.000000"," "," "
"409","aa015af7-2d41-4d87-a85c-83964f2a3fe1","120.204919","30.260916","太平门直街","无人值守","3091.000000","7.000000","14.000000","租车06:00~21:00，还车06:00~22:00","太平门直街671号","15868125000.000000"," "," "
"410","bc0be230-62cf-4e0c-b78f-3c1a3f380968","120.192386","30.354195","临丁路同协路口","无人值守","3094.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","临丁路同协路口143号电杆","13606516700.000000"," "," "
"411","d8f0f6a7-95c5-4152-b1c5-8028731d6f03","120.156589","30.301324","德苑路北","无人值守","4341.000000","15.000000","6.000000","租车06:00~21:00，还车06:00~22:00","香积寺路西南角500米","0.000000"," "," "
"412","65da0cfe-2afb-4d0f-bd76-30944e5f791b","120.137281","30.311320","丽水路136号对面","无人值守","4346.000000","21.000000","0.000000","租车06:00~21:00，还车06:00~22:00","丽水路136号旁边小路","0.000000"," "," "
"413","dbff5b3a-dfc8-43ef-a366-7f878b16bcf2","120.128275","30.304718","莫干山路小河路口","无人值守","4351.000000","3.000000","19.000000","租车06:00~21:00，还车06:00~22:00","莫干山路小河路口东北角","0.000000"," "," "
"414","a08583d0-dba5-4b04-8505-71fa89ed0450","120.120273","30.322286","杭行路199#","无人值守","4356.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","杭行路湖州街口西北角70米","0.000000"," "," "
"415","4d9d3538-62f9-4388-81ae-33724c692860","120.133120","30.301168","莫干山路北大桥","无人值守","4361.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","莫干山路大关路口东北角300米","0.000000"," "," "
"416","a4e464e2-012c-4351-bc68-00675888f26f","120.120753","30.320806","湖州街杭行路西南角","无人值守","4366.000000","15.000000","9.000000","租车06:00~21:00，还车06:00~22:00","湖州街杭行路口西南角，距杭行路50米","0.000000"," "," "
"417","d392ea3a-2d6d-4b26-9283-deddda62f52e","120.126384","30.322996","湖州街通益路南公交站边","无人值守","4370.000000","18.000000","4.000000","租车06:00~21:00，还车06:00~22:00","湖州街通益路口西南角（公交站边），距通益路300米处","0.000000"," "," "
"418","e3eddafd-3497-4ec1-89ba-521fa5cb099a","120.142639","30.309418","紫荆路上塘路西北角","无人值守","4375.000000","21.000000","0.000000","租车06:00~21:00，还车06:00~22:00","紫荆路上塘路口西北角，距上塘路150米处（育才学校）","0.000000"," "," "
"419","b2cd9b21-ce19-4918-9342-81d774327004","120.138581","30.324940","湖州路西公园","无人值守","4215.000000","6.000000","18.000000","租车06:00~21:00，还车06:00~22:00","湖州路172号西公园前","0.000000"," "," "
"420","915ae357-8f75-4401-a68a-3dc7c8bb8fc0","120.155215","30.337247","储鑫路二三号南","无人值守","4220.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","储鑫路23号南侧 (.储鑫路与长浜街交叉)","13606524400.000000"," "," "
"421","2149c277-bf6f-463c-ae62-cd6a93d5c310","120.144793","30.324986","湖州路茶汤桥","无人值守","4224.000000","8.000000","16.000000","租车06:00~21:00，还车06:00~22:00","湖州路茶汤桥茶汤桥南面东侧","13606525000.000000"," "," "
"505","f60870f5-f81a-4d18-b244-059565a330f2","120.161029","30.300864","绍兴路三九十号","无人值守","2149.000000","2.000000","25.000000","租车06:00~21:00，还车06:00~22:00","绍兴路万盛汽车商行门口","13486378100.000000"," "," "
"506","0f10d54f-c5e9-47d5-900f-fec0e3dc29ab","120.161845","30.324020","石祥一号码头","无人值守","2155.000000","1.000000","9.000000","租车06:00~21:00，还车06:00~22:00","石祥1号码头桥右侧","13454490900.000000"," "," "
"507","3bbd1d94-b43e-4c77-8082-9c9a2753f3c9","120.159091","30.315858","水印康庭路口","无人值守","2159.000000","9.000000","12.000000","租车06:00~21:00，还车06:00~22:00","白石路水印康庭路口","15868127800.000000"," "," "
"508","ed3da005-7e15-49ca-8512-8fad6f10b328","120.167994","30.276172","朝晖路上塘路口","无人值守","2164.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","朝晖路上塘路口肯德基门口","13606525700.000000"," "," "
"509","b20e5c04-807c-40e9-88c7-10d6b58a68a3","120.173009","30.258060","庆春路九十号","无人值守","2322.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","庆春路90号","0.000000"," "," "
